loss,accuracy,val_loss,val_accuracy
0.19268718361854553,0.9252884984016418,0.182224839925766,0.9275965690612793
0.16737082600593567,0.9317185282707214,0.1818941831588745,0.9290857911109924
0.16548995673656464,0.9322255253791809,0.19731318950653076,0.927095890045166
0.1624300330877304,0.9331380724906921,0.1876446008682251,0.9316605925559998
0.16047364473342896,0.9336726069450378,0.16012781858444214,0.9338011145591736
0.15988212823867798,0.9337760210037231,0.18472430109977722,0.9341663718223572
0.15719248354434967,0.9341898560523987,0.1616307646036148,0.9333438873291016
0.155973419547081,0.9348418712615967,0.21656545996665955,0.9325903654098511
0.1540718674659729,0.9352141618728638,0.15593746304512024,0.93527752161026
0.15331260859966278,0.9354248642921448,3.239701509475708,0.7289974093437195
0.15500448644161224,0.9354798197746277,0.1665763258934021,0.9324753880500793
0.15323306620121002,0.9356120228767395,0.1692471206188202,0.933790922164917
0.1527552455663681,0.9356713891029358,8.93813705444336,0.3125135600566864
0.15401175618171692,0.9353424906730652,0.2035895735025406,0.9266105890274048
0.15074753761291504,0.9362307786941528,0.4569185972213745,0.8982443809509277
0.15868467092514038,0.9344778656959534,0.14869694411754608,0.9391780495643616
0.14716282486915588,0.9372161626815796,0.22670581936836243,0.9258085489273071
0.14467951655387878,0.9380233287811279,0.16017834842205048,0.9358906149864197
0.1431153565645218,0.9385175704956055,0.15341874957084656,0.9344473481178284
0.14280253648757935,0.9383668899536133,0.14312686026096344,0.9373670220375061
0.14292806386947632,0.9384288191795349,0.13918839395046234,0.9403607249259949
0.14221951365470886,0.9387577176094055,0.17112228274345398,0.9321305751800537
0.14138907194137573,0.9388579726219177,0.1425083577632904,0.9394411444664001
0.1424270123243332,0.9384933114051819,0.14270508289337158,0.939147412776947
0.14820440113544464,0.9372768402099609,0.16545695066452026,0.9345495700836182
0.15876363217830658,0.934516191482544,0.16113460063934326,0.9333311319351196
0.15593335032463074,0.9353061318397522,0.4658057689666748,0.8448224067687988
0.1545494943857193,0.9356311559677124,0.16031615436077118,0.9350042343139648
0.15395289659500122,0.9353252649307251,5.885806083679199,0.738614559173584
0.15173397958278656,0.9360979795455933,0.1655443161725998,0.934971034526825
