loss,accuracy,val_loss,val_accuracy
0.23099595308303833,0.8902332782745361,5.165040016174316,0.41688022017478943
0.20447105169296265,0.901739776134491,5.373115062713623,0.40246742963790894
0.20091862976551056,0.9034082293510437,6.6016645431518555,0.4307774305343628
0.198980912566185,0.9042924046516418,7.504215717315674,0.42417576909065247
0.1979120522737503,0.9050222039222717,5.4687089920043945,0.4210408926010132
0.19687530398368835,0.9056152701377869,4.84501838684082,0.4454165995121002
0.1963370442390442,0.9056813716888428,4.968387126922607,0.40241801738739014
0.19621258974075317,0.9058939218521118,4.354580879211426,0.41838952898979187
0.19617080688476562,0.905703067779541,5.1904616355896,0.4377029836177826
0.1958250254392624,0.9058905839920044,5.134250640869141,0.4104127883911133
0.19573460519313812,0.9059228301048279,6.310867786407471,0.37046223878860474
0.19587217271327972,0.9055384397506714,4.571842670440674,0.4269105792045593
0.19565080106258392,0.9056037664413452,5.626089096069336,0.4223271608352661
0.1960335373878479,0.9058735370635986,4.833027362823486,0.4187481701374054
0.1952812373638153,0.9058820605278015,4.73427677154541,0.418002188205719
0.19558711349964142,0.9061169624328613,4.0666632652282715,0.3784436583518982
0.19525639712810516,0.905850350856781,5.6499409675598145,0.3948913812637329
0.1951659470796585,0.9059280157089233,6.293169975280762,0.4367366135120392
0.19521547853946686,0.9062081575393677,4.841304302215576,0.4027385711669922
0.19653086364269257,0.90607088804245,7.306063652038574,0.4086730480194092
0.1963752657175064,0.9060473442077637,4.650134563446045,0.41394367814064026
0.19485948979854584,0.906196653842926,5.92573881149292,0.4317851960659027
0.1941642165184021,0.9064669609069824,5.188167572021484,0.40206336975097656
0.19504648447036743,0.9060266613960266,9.299674034118652,0.4207223355770111
0.19586589932441711,0.9057411551475525,7.40972900390625,0.4288039207458496
0.19584491848945618,0.9057403206825256,9.23078727722168,0.42497518658638
0.19658009707927704,0.9060755968093872,11.400814056396484,0.42780885100364685
0.19591030478477478,0.9061393737792969,5.180143356323242,0.42304444313049316
0.1968231052160263,0.9061817526817322,5.196106910705566,0.4098818600177765
0.19496828317642212,0.9064407348632812,11.94450855255127,0.420226126909256
