loss,accuracy,val_loss,val_accuracy
0.21760661900043488,0.9179335832595825,0.18919584155082703,0.9254862666130066
0.18653853237628937,0.92433100938797,0.1828378438949585,0.925578236579895
0.18066900968551636,0.9256044030189514,0.17707890272140503,0.9269550442695618
0.1688251495361328,0.9316205978393555,0.1639314442873001,0.9329961538314819
0.1631803959608078,0.9333186149597168,0.16076289117336273,0.9343039989471436
0.16144058108329773,0.9336532354354858,0.16052208840847015,0.9342171549797058
0.1595114767551422,0.9340114593505859,0.15995116531848907,0.9345237016677856
0.1575016975402832,0.9342937469482422,0.15841758251190186,0.9342120289802551
0.15496230125427246,0.9344476461410522,0.15283718705177307,0.934490442276001
0.1523086279630661,0.9345198273658752,0.14868000149726868,0.9352388978004456
0.14872516691684723,0.9353844523429871,0.14415651559829712,0.9363424181938171
0.14606203138828278,0.9370211958885193,0.14306758344173431,0.9407716989517212
0.1466364860534668,0.9364930391311646,0.15261121094226837,0.9351214170455933
0.14341899752616882,0.9383366703987122,0.13958106935024261,0.9409964680671692
0.14104892313480377,0.9392179250717163,0.13757050037384033,0.9408917427062988
0.13920485973358154,0.9399938583374023,0.1366310566663742,0.9410117864608765
0.13886889815330505,0.9400123357772827,0.14152389764785767,0.9403016567230225
0.1395760178565979,0.9397856593132019,0.14074479043483734,0.9406388401985168
0.13803628087043762,0.9402179718017578,0.13732890784740448,0.9403859376907349
0.1386694312095642,0.9400027990341187,0.14231346547603607,0.9360665082931519
0.13845635950565338,0.9399657249450684,0.13784544169902802,0.9400155544281006
0.1365547776222229,0.940601110458374,0.1356421411037445,0.9409300684928894
0.13795171678066254,0.9404006004333496,0.13629119098186493,0.9411522746086121
0.13683590292930603,0.9404414892196655,0.1362452507019043,0.9406414031982422
0.1374550759792328,0.9404427409172058,0.13680750131607056,0.9396809339523315
0.13754889369010925,0.9404370188713074,0.14293256402015686,0.9401458501815796
0.13718284666538239,0.9404664039611816,0.13726726174354553,0.9411906003952026
0.13708806037902832,0.9405871033668518,0.13744346797466278,0.9413770437240601
0.13685806095600128,0.9406394362449646,0.1354810893535614,0.9412927627563477
0.13658957183361053,0.9406643509864807,0.1366732269525528,0.9402684569358826
0.13655534386634827,0.9406579732894897,0.13540194928646088,0.9411497116088867
0.13615243136882782,0.9406988620758057,0.14170029759407043,0.940585196018219
0.13602781295776367,0.9407837986946106,0.13969361782073975,0.9410245418548584
0.13619612157344818,0.9407371282577515,0.158061221241951,0.9337905645370483
0.13589568436145782,0.9408029317855835,0.13968774676322937,0.9404242634773254
0.13629338145256042,0.9406611919403076,0.13651256263256073,0.9411701560020447
0.13597936928272247,0.940744161605835,0.13574258983135223,0.940960705280304
0.13594672083854675,0.9407601356506348,0.13680265843868256,0.9409811496734619
0.13589026033878326,0.9407192468643188,0.13836877048015594,0.9400181174278259
0.13593865931034088,0.9406956434249878,0.13622739911079407,0.9406312108039856
0.13575279712677002,0.9407205581665039,0.13578926026821136,0.9404191970825195
0.13575932383537292,0.9408074021339417,0.1359257996082306,0.9405903220176697
0.13576962053775787,0.9407480359077454,0.13598747551441193,0.9407716989517212
0.13574455678462982,0.940809965133667,0.1367567628622055,0.9407256841659546
0.13636386394500732,0.9407473802566528,0.13646286725997925,0.9409223794937134
0.13571558892726898,0.9408093094825745,0.13803677260875702,0.9407588839530945
0.13593213260173798,0.9408029317855835,0.13586483895778656,0.940475344657898
0.13577847182750702,0.940744161605835,0.1355525106191635,0.9413336515426636
0.1357695609331131,0.9407467246055603,0.13666754961013794,0.9404855966567993
0.13557133078575134,0.9408923387527466,0.13722947239875793,0.9413362145423889
0.13614988327026367,0.9407288432121277,0.1362837702035904,0.9411037564277649
