loss,accuracy,val_loss,val_accuracy
0.3006097972393036,0.8557891845703125,4.442413330078125,0.42427241802215576
0.24518561363220215,0.8829389214515686,4.325911998748779,0.5338176488876343
0.2204088717699051,0.8980230689048767,4.396429061889648,0.4769366383552551
0.20818063616752625,0.9010499119758606,5.967759132385254,0.45450907945632935
0.2065057009458542,0.9015995264053345,4.561560153961182,0.5540212988853455
0.20372162759304047,0.9020942449569702,4.279709815979004,0.5087534189224243
0.20379972457885742,0.9020401239395142,5.124328136444092,0.4819541573524475
0.20363731682300568,0.902559220790863,5.200495719909668,0.4695375859737396
0.20087362825870514,0.9030641317367554,4.531946182250977,0.5363026857376099
0.20046424865722656,0.9031550884246826,4.319593906402588,0.5529360175132751
0.19984284043312073,0.9032636284828186,4.978831768035889,0.5531858205795288
0.19918234646320343,0.9035993814468384,7.805285930633545,0.5338169932365417
0.19859695434570312,0.9037795066833496,6.1660847663879395,0.43501269817352295
0.19797539710998535,0.9039291143417358,5.536593437194824,0.5456305146217346
0.19764083623886108,0.9039605259895325,6.163264751434326,0.5711862444877625
0.1973082423210144,0.9040772318840027,8.153367042541504,0.5572142601013184
0.19668354094028473,0.9043437242507935,6.880221366882324,0.5459029674530029
0.19613473117351532,0.9045133590698242,7.032069206237793,0.4251372814178467
0.19615398347377777,0.9046724438667297,6.010397911071777,0.49479416012763977
0.19538109004497528,0.9048135280609131,4.98442268371582,0.5077309608459473
0.19508525729179382,0.9051188826560974,8.96881103515625,0.5058490037918091
0.19456350803375244,0.9052778482437134,6.321223735809326,0.48382946848869324
0.1938881278038025,0.9056665301322937,7.326746940612793,0.47909846901893616
0.19319429993629456,0.9063599109649658,7.950388431549072,0.549505352973938
0.190965473651886,0.9080095291137695,5.446694850921631,0.5687312483787537
0.18831254541873932,0.9099295735359192,6.992020606994629,0.5611171722412109
